added,authentication,file_urls_fullsize,file_urls_original,file_urls_square_thumbnail,file_urls_thumbnail,filename,has_derivative_image,id,item_id,item_resource,item_url,metadata_jpg,metadata_mime_type,metadata_video,mime_type,modified,original_filename,size,stored,type_os,url
2017-10-16T19:15:57+00:00,fa1f3fcf2c78431fb6c4a16d65368e48,https://s3.amazonaws.com/omeka-net/34481/archive/fullsize/1ebac172980b2611337dac02edc70b7b.jpg?AWSAccessKeyId=AKIAI3ATG3OSQLO5HGKA&Expires=1509629198&Signature=J9%2FlVeH01si63fb%2FsGwee5fTaJU%3D,https://s3.amazonaws.com/omeka-net/34481/archive/files/1ebac172980b2611337dac02edc70b7b.JPG?AWSAccessKeyId=AKIAI3ATG3OSQLO5HGKA&Expires=1509629198&Signature=NnGgciV3UvpPW7x6MunWil6SpbA%3D,https://s3.amazonaws.com/omeka-net/34481/archive/square_thumbnails/1ebac172980b2611337dac02edc70b7b.jpg?AWSAccessKeyId=AKIAI3ATG3OSQLO5HGKA&Expires=1509629198&Signature=RRpHB2aB0O%2B%2FpVGS%2Bh7z6YLeQOc%3D,https://s3.amazonaws.com/omeka-net/34481/archive/thumbnails/1ebac172980b2611337dac02edc70b7b.jpg?AWSAccessKeyId=AKIAI3ATG3OSQLO5HGKA&Expires=1509629198&Signature=MFwrMS5PGQ1MwF%2BnNaiW5fn%2FP8w%3D,1ebac172980b2611337dac02edc70b7b.JPG,True,12,15,items,http://bigreadstjoe.omeka.net/api/items/15,None,image/jpeg,None,image/jpeg,2017-10-16T20:25:40+00:00,IMG_0160.JPG,2491323,True,"JPEG image data, EXIF standard 2.21",http://bigreadstjoe.omeka.net/api/files/12
2017-10-16T19:16:59+00:00,9b46114b5cc0b06da2b06f45fb39cee6,https://s3.amazonaws.com/omeka-net/34481/archive/fullsize/e7558c8506493e3193bf40d7b8e5c52f.jpg?AWSAccessKeyId=AKIAI3ATG3OSQLO5HGKA&Expires=1509629198&Signature=b%2FtWqSugNH8V00XfpLcDbbd9I4Y%3D,https://s3.amazonaws.com/omeka-net/34481/archive/files/e7558c8506493e3193bf40d7b8e5c52f.JPG?AWSAccessKeyId=AKIAI3ATG3OSQLO5HGKA&Expires=1509629198&Signature=d8Ql%2B0ZtNkorT04VHgknHQsO2xU%3D,https://s3.amazonaws.com/omeka-net/34481/archive/square_thumbnails/e7558c8506493e3193bf40d7b8e5c52f.jpg?AWSAccessKeyId=AKIAI3ATG3OSQLO5HGKA&Expires=1509629198&Signature=XVon20DES3x%2B%2Bo1Uvpx8YaZOvCw%3D,https://s3.amazonaws.com/omeka-net/34481/archive/thumbnails/e7558c8506493e3193bf40d7b8e5c52f.jpg?AWSAccessKeyId=AKIAI3ATG3OSQLO5HGKA&Expires=1509629198&Signature=JxIf0K8pTLZfcjUWNBd%2FlfIusy8%3D,e7558c8506493e3193bf40d7b8e5c52f.JPG,True,13,10,items,http://bigreadstjoe.omeka.net/api/items/10,None,image/jpeg,None,image/jpeg,2017-10-16T20:25:58+00:00,IMG_0175.JPG,2816509,True,"JPEG image data, EXIF standard 2.21",http://bigreadstjoe.omeka.net/api/files/13
2017-10-16T19:18:06+00:00,f3d21deb3bc6034858478e2a95eef66d,https://s3.amazonaws.com/omeka-net/34481/archive/fullsize/70c128f9991480843059dbf09ef2d048.jpg?AWSAccessKeyId=AKIAI3ATG3OSQLO5HGKA&Expires=1509629198&Signature=g%2BUPcur2t7EQu4%2B6ReB71dJSNXQ%3D,https://s3.amazonaws.com/omeka-net/34481/archive/files/70c128f9991480843059dbf09ef2d048.JPG?AWSAccessKeyId=AKIAI3ATG3OSQLO5HGKA&Expires=1509629198&Signature=uwRRlAkfVXdq%2BysYp6CVBxTIQW8%3D,https://s3.amazonaws.com/omeka-net/34481/archive/square_thumbnails/70c128f9991480843059dbf09ef2d048.jpg?AWSAccessKeyId=AKIAI3ATG3OSQLO5HGKA&Expires=1509629198&Signature=wBAZXQUNgwCUydFkVJp51%2FAe5YI%3D,https://s3.amazonaws.com/omeka-net/34481/archive/thumbnails/70c128f9991480843059dbf09ef2d048.jpg?AWSAccessKeyId=AKIAI3ATG3OSQLO5HGKA&Expires=1509629198&Signature=rNB0eA2y7hD4jQWLGC7oZ88ulkc%3D,70c128f9991480843059dbf09ef2d048.JPG,True,14,9,items,http://bigreadstjoe.omeka.net/api/items/9,None,image/jpeg,None,image/jpeg,2017-10-16T19:18:11+00:00,IMG_0176.JPG,2301070,True,"JPEG image data, EXIF standard 2.21",http://bigreadstjoe.omeka.net/api/files/14
2017-10-16T19:20:00+00:00,cd4236c3c3b1a69802cd6746a3a79506,https://s3.amazonaws.com/omeka-net/34481/archive/fullsize/1db5abdf7dce0017e1d4f40f35e55d72.jpg?AWSAccessKeyId=AKIAI3ATG3OSQLO5HGKA&Expires=1509629198&Signature=uG%2F6KXfakB197RAtHPX6F30foo0%3D,https://s3.amazonaws.com/omeka-net/34481/archive/files/1db5abdf7dce0017e1d4f40f35e55d72.JPG?AWSAccessKeyId=AKIAI3ATG3OSQLO5HGKA&Expires=1509629198&Signature=c6p3ByhuIF3ZFGLSpvEyKRpp%2BZA%3D,https://s3.amazonaws.com/omeka-net/34481/archive/square_thumbnails/1db5abdf7dce0017e1d4f40f35e55d72.jpg?AWSAccessKeyId=AKIAI3ATG3OSQLO5HGKA&Expires=1509629198&Signature=orynDf1izdf1%2BZbgHJVlIbzlGgs%3D,https://s3.amazonaws.com/omeka-net/34481/archive/thumbnails/1db5abdf7dce0017e1d4f40f35e55d72.jpg?AWSAccessKeyId=AKIAI3ATG3OSQLO5HGKA&Expires=1509629198&Signature=giMnkYRwXrT14qNuJu0MvwzK8k8%3D,1db5abdf7dce0017e1d4f40f35e55d72.JPG,True,15,7,items,http://bigreadstjoe.omeka.net/api/items/7,None,image/jpeg,None,image/jpeg,2017-10-16T19:20:06+00:00,IMG_0165.JPG,2780226,True,"JPEG image data, EXIF standard 2.21",http://bigreadstjoe.omeka.net/api/files/15
2017-10-16T19:23:01+00:00,403d2df329c8f072a7d7147ca33417b0,https://s3.amazonaws.com/omeka-net/34481/archive/fullsize/77f97e55b6e86c95467d5aa357a48d78.jpg?AWSAccessKeyId=AKIAI3ATG3OSQLO5HGKA&Expires=1509629198&Signature=qvU5qAZAvROr73h2gZ6EV6rj2QA%3D,https://s3.amazonaws.com/omeka-net/34481/archive/files/77f97e55b6e86c95467d5aa357a48d78.JPG?AWSAccessKeyId=AKIAI3ATG3OSQLO5HGKA&Expires=1509629198&Signature=qioe7s2kqw16w7RJxTfhXup3UYE%3D,https://s3.amazonaws.com/omeka-net/34481/archive/square_thumbnails/77f97e55b6e86c95467d5aa357a48d78.jpg?AWSAccessKeyId=AKIAI3ATG3OSQLO5HGKA&Expires=1509629198&Signature=CgRnvssvCz%2BMHu7i9LA3%2Fx74By4%3D,https://s3.amazonaws.com/omeka-net/34481/archive/thumbnails/77f97e55b6e86c95467d5aa357a48d78.jpg?AWSAccessKeyId=AKIAI3ATG3OSQLO5HGKA&Expires=1509629198&Signature=n1X6%2BFOss6Loeprr6JuUe76p3yo%3D,77f97e55b6e86c95467d5aa357a48d78.JPG,True,17,23,items,http://bigreadstjoe.omeka.net/api/items/23,None,image/jpeg,None,image/jpeg,2017-10-16T19:23:05+00:00,IMG_0167.JPG,2784283,True,"JPEG image data, EXIF standard 2.21",http://bigreadstjoe.omeka.net/api/files/17
2017-10-16T19:23:41+00:00,4d6e3ca56ee72b619ff7f4cae52d433c,https://s3.amazonaws.com/omeka-net/34481/archive/fullsize/9c4aa0fbee6c08288ccc9d2fd2caeb0c.jpg?AWSAccessKeyId=AKIAI3ATG3OSQLO5HGKA&Expires=1509629198&Signature=TT6bHu44psB6TajM1sJihaKIFlk%3D,https://s3.amazonaws.com/omeka-net/34481/archive/files/9c4aa0fbee6c08288ccc9d2fd2caeb0c.JPG?AWSAccessKeyId=AKIAI3ATG3OSQLO5HGKA&Expires=1509629198&Signature=oinFwyb%2Bf0SSvXFPyRa7jhaqSp0%3D,https://s3.amazonaws.com/omeka-net/34481/archive/square_thumbnails/9c4aa0fbee6c08288ccc9d2fd2caeb0c.jpg?AWSAccessKeyId=AKIAI3ATG3OSQLO5HGKA&Expires=1509629198&Signature=2UNoRi2JcpdyMf3SqJbuh%2FrpWFM%3D,https://s3.amazonaws.com/omeka-net/34481/archive/thumbnails/9c4aa0fbee6c08288ccc9d2fd2caeb0c.jpg?AWSAccessKeyId=AKIAI3ATG3OSQLO5HGKA&Expires=1509629198&Signature=iICXZsZ8bH%2F5EjMPQa0L86KKPKA%3D,9c4aa0fbee6c08288ccc9d2fd2caeb0c.JPG,True,18,3,items,http://bigreadstjoe.omeka.net/api/items/3,None,image/jpeg,None,image/jpeg,2017-10-16T19:23:45+00:00,IMG_0168.JPG,2806639,True,"JPEG image data, EXIF standard 2.21",http://bigreadstjoe.omeka.net/api/files/18
2017-10-16T19:25:26+00:00,b4ed67829349f68bf0fe164cc276f2ef,https://s3.amazonaws.com/omeka-net/34481/archive/fullsize/e4e49612e836776240dd8b1c49f27448.jpg?AWSAccessKeyId=AKIAI3ATG3OSQLO5HGKA&Expires=1509629198&Signature=QC%2BIKWD9D3CB%2FN51wih4qBwbl3A%3D,https://s3.amazonaws.com/omeka-net/34481/archive/files/e4e49612e836776240dd8b1c49f27448.JPG?AWSAccessKeyId=AKIAI3ATG3OSQLO5HGKA&Expires=1509629198&Signature=TsBXiTwTEMsYfYuDl6AQhoujzXw%3D,https://s3.amazonaws.com/omeka-net/34481/archive/square_thumbnails/e4e49612e836776240dd8b1c49f27448.jpg?AWSAccessKeyId=AKIAI3ATG3OSQLO5HGKA&Expires=1509629198&Signature=kj63kBt8G%2Fss7QPkvYrsq6GRdu4%3D,https://s3.amazonaws.com/omeka-net/34481/archive/thumbnails/e4e49612e836776240dd8b1c49f27448.jpg?AWSAccessKeyId=AKIAI3ATG3OSQLO5HGKA&Expires=1509629198&Signature=4Z81i%2Fq0OXNV%2BvqdcASa8tTksIY%3D,e4e49612e836776240dd8b1c49f27448.JPG,True,19,1,items,http://bigreadstjoe.omeka.net/api/items/1,None,image/jpeg,None,image/jpeg,2017-10-16T19:25:30+00:00,IMG_0173.JPG,2670170,True,"JPEG image data, EXIF standard 2.21",http://bigreadstjoe.omeka.net/api/files/19
2017-10-16T19:28:22+00:00,3e480cee588c75abcb72628ab06d30ea,https://s3.amazonaws.com/omeka-net/34481/archive/fullsize/79ae4d531f29abdbc4466fbfb63d12c2.jpg?AWSAccessKeyId=AKIAI3ATG3OSQLO5HGKA&Expires=1509629198&Signature=NelIGwZWtz%2FKoM96b%2BGfhLiLd74%3D,https://s3.amazonaws.com/omeka-net/34481/archive/files/79ae4d531f29abdbc4466fbfb63d12c2.JPG?AWSAccessKeyId=AKIAI3ATG3OSQLO5HGKA&Expires=1509629198&Signature=FBoEGvCsBPX4cHRcQE%2Fyf3W8D8g%3D,https://s3.amazonaws.com/omeka-net/34481/archive/square_thumbnails/79ae4d531f29abdbc4466fbfb63d12c2.jpg?AWSAccessKeyId=AKIAI3ATG3OSQLO5HGKA&Expires=1509629198&Signature=cHzdlPoblVNDHjCYBFlxpKzokUk%3D,https://s3.amazonaws.com/omeka-net/34481/archive/thumbnails/79ae4d531f29abdbc4466fbfb63d12c2.jpg?AWSAccessKeyId=AKIAI3ATG3OSQLO5HGKA&Expires=1509629198&Signature=hAzPpJMDuShAkNx12c5IPw2Tluw%3D,79ae4d531f29abdbc4466fbfb63d12c2.JPG,True,20,6,items,http://bigreadstjoe.omeka.net/api/items/6,None,image/jpeg,None,image/jpeg,2017-10-16T19:28:27+00:00,IMG_0170.JPG,2530213,True,"JPEG image data, EXIF standard 2.21",http://bigreadstjoe.omeka.net/api/files/20
2017-10-16T19:29:08+00:00,6172e8ce7dfdec3c79f5fdd83c18afbe,https://s3.amazonaws.com/omeka-net/34481/archive/fullsize/1a31a0be57db50f79ab73c83703a5ab7.jpg?AWSAccessKeyId=AKIAI3ATG3OSQLO5HGKA&Expires=1509629198&Signature=a3gMr6KScBr%2Fg7cB39M%2B%2FQt%2FuhY%3D,https://s3.amazonaws.com/omeka-net/34481/archive/files/1a31a0be57db50f79ab73c83703a5ab7.JPG?AWSAccessKeyId=AKIAI3ATG3OSQLO5HGKA&Expires=1509629198&Signature=FlvEA%2BNTyfWGClqp4H7r8UqxnCs%3D,https://s3.amazonaws.com/omeka-net/34481/archive/square_thumbnails/1a31a0be57db50f79ab73c83703a5ab7.jpg?AWSAccessKeyId=AKIAI3ATG3OSQLO5HGKA&Expires=1509629198&Signature=4y1S4c4VdRn032vBlK2Wj1P0G4I%3D,https://s3.amazonaws.com/omeka-net/34481/archive/thumbnails/1a31a0be57db50f79ab73c83703a5ab7.jpg?AWSAccessKeyId=AKIAI3ATG3OSQLO5HGKA&Expires=1509629198&Signature=bYAyPFytcSSvFMoVMBMLjbM%2BW3E%3D,1a31a0be57db50f79ab73c83703a5ab7.JPG,True,21,5,items,http://bigreadstjoe.omeka.net/api/items/5,None,image/jpeg,None,image/jpeg,2017-10-16T19:29:13+00:00,IMG_0171.JPG,2990331,True,"JPEG image data, EXIF standard 2.21",http://bigreadstjoe.omeka.net/api/files/21
2017-10-16T19:29:39+00:00,458ef04f577b60c10c7d8bba1aa0de6e,https://s3.amazonaws.com/omeka-net/34481/archive/fullsize/c286daaa2af1f7bc3d941aed4c0e5f98.jpg?AWSAccessKeyId=AKIAI3ATG3OSQLO5HGKA&Expires=1509629198&Signature=EmZ2fUc0mNRJ6sXPb%2F0QtITB1eo%3D,https://s3.amazonaws.com/omeka-net/34481/archive/files/c286daaa2af1f7bc3d941aed4c0e5f98.JPG?AWSAccessKeyId=AKIAI3ATG3OSQLO5HGKA&Expires=1509629198&Signature=GMnReVfDy59yLQQJvCu9vcJBuic%3D,https://s3.amazonaws.com/omeka-net/34481/archive/square_thumbnails/c286daaa2af1f7bc3d941aed4c0e5f98.jpg?AWSAccessKeyId=AKIAI3ATG3OSQLO5HGKA&Expires=1509629198&Signature=aJr6XpaD0Iwktm%2FXhBSWVRTT87s%3D,https://s3.amazonaws.com/omeka-net/34481/archive/thumbnails/c286daaa2af1f7bc3d941aed4c0e5f98.jpg?AWSAccessKeyId=AKIAI3ATG3OSQLO5HGKA&Expires=1509629198&Signature=RnNwJ6qmHBqkdI4S4fbushtWkBY%3D,c286daaa2af1f7bc3d941aed4c0e5f98.JPG,True,22,4,items,http://bigreadstjoe.omeka.net/api/items/4,None,image/jpeg,None,image/jpeg,2017-10-16T19:29:43+00:00,IMG_0172.JPG,2765565,True,"JPEG image data, EXIF standard 2.21",http://bigreadstjoe.omeka.net/api/files/22
2017-10-16T19:40:34+00:00,1e57e738e21153dd027f12f1acfe491b,https://s3.amazonaws.com/omeka-net/34481/archive/fullsize/b9d0ac20b022a8f05eeb84c788480b6e.jpg?AWSAccessKeyId=AKIAI3ATG3OSQLO5HGKA&Expires=1509629198&Signature=nLw8p%2F1gN15q2Ee27biMBDytHZg%3D,https://s3.amazonaws.com/omeka-net/34481/archive/files/b9d0ac20b022a8f05eeb84c788480b6e.jpg?AWSAccessKeyId=AKIAI3ATG3OSQLO5HGKA&Expires=1509629198&Signature=ooOMttX3%2BtIKj%2FXEevIAPcNYwls%3D,https://s3.amazonaws.com/omeka-net/34481/archive/square_thumbnails/b9d0ac20b022a8f05eeb84c788480b6e.jpg?AWSAccessKeyId=AKIAI3ATG3OSQLO5HGKA&Expires=1509629198&Signature=tWJntIf7RyomtaOYzq71vkmU0k0%3D,https://s3.amazonaws.com/omeka-net/34481/archive/thumbnails/b9d0ac20b022a8f05eeb84c788480b6e.jpg?AWSAccessKeyId=AKIAI3ATG3OSQLO5HGKA&Expires=1509629198&Signature=3rhbz%2FjCamPuCN5jA%2BCTHtDJVOA%3D,b9d0ac20b022a8f05eeb84c788480b6e.jpg,True,24,28,items,http://bigreadstjoe.omeka.net/api/items/28,None,image/jpeg,None,image/jpeg,2017-10-16T20:25:16+00:00,20171016_114852.jpg,4743944,True,"JPEG image data, EXIF standard",http://bigreadstjoe.omeka.net/api/files/24
2017-10-16T19:42:04+00:00,bb1ef586d8e05c97c21b1275d5ced1ca,https://s3.amazonaws.com/omeka-net/34481/archive/fullsize/d3e1a15e6b94614b4cb96273270ff384.jpg?AWSAccessKeyId=AKIAI3ATG3OSQLO5HGKA&Expires=1509629198&Signature=OMFoqNuNYIETEreBdOIYb1PpC7I%3D,https://s3.amazonaws.com/omeka-net/34481/archive/files/d3e1a15e6b94614b4cb96273270ff384.jpg?AWSAccessKeyId=AKIAI3ATG3OSQLO5HGKA&Expires=1509629198&Signature=RiFJTw5Ngunizn1O60l3zkhSHC4%3D,https://s3.amazonaws.com/omeka-net/34481/archive/square_thumbnails/d3e1a15e6b94614b4cb96273270ff384.jpg?AWSAccessKeyId=AKIAI3ATG3OSQLO5HGKA&Expires=1509629198&Signature=EbGFdv1UYj428oKbxfUjSqm0oUw%3D,https://s3.amazonaws.com/omeka-net/34481/archive/thumbnails/d3e1a15e6b94614b4cb96273270ff384.jpg?AWSAccessKeyId=AKIAI3ATG3OSQLO5HGKA&Expires=1509629198&Signature=LgxOYLlwBeBZ%2BPCavRQI831BvVg%3D,d3e1a15e6b94614b4cb96273270ff384.jpg,True,26,27,items,http://bigreadstjoe.omeka.net/api/items/27,None,image/jpeg,None,image/jpeg,2017-10-16T20:24:55+00:00,20171016_114846.jpg,5709835,True,"JPEG image data, EXIF standard",http://bigreadstjoe.omeka.net/api/files/26
2017-10-16T19:42:45+00:00,e87c65774ea47ca2c8a2128f60a191dd,https://s3.amazonaws.com/omeka-net/34481/archive/fullsize/2a22651e2e66c16b016fa4b596b56739.jpg?AWSAccessKeyId=AKIAI3ATG3OSQLO5HGKA&Expires=1509629198&Signature=%2FdXeD5lq7IOw8MAr6TL3grxG9%2Bc%3D,https://s3.amazonaws.com/omeka-net/34481/archive/files/2a22651e2e66c16b016fa4b596b56739.jpg?AWSAccessKeyId=AKIAI3ATG3OSQLO5HGKA&Expires=1509629198&Signature=S0xPK0cZwg9BbjbTG8JgZJ4iI%2Bs%3D,https://s3.amazonaws.com/omeka-net/34481/archive/square_thumbnails/2a22651e2e66c16b016fa4b596b56739.jpg?AWSAccessKeyId=AKIAI3ATG3OSQLO5HGKA&Expires=1509629198&Signature=y9CdYRns12bP9%2FU3%2FuQ5QAhbvGo%3D,https://s3.amazonaws.com/omeka-net/34481/archive/thumbnails/2a22651e2e66c16b016fa4b596b56739.jpg?AWSAccessKeyId=AKIAI3ATG3OSQLO5HGKA&Expires=1509629198&Signature=32gavgsqeH%2B%2BL%2F91z2MJewpqiUY%3D,2a22651e2e66c16b016fa4b596b56739.jpg,True,27,26,items,http://bigreadstjoe.omeka.net/api/items/26,None,image/jpeg,None,image/jpeg,2017-10-16T19:42:52+00:00,20171016_114909.jpg,5096642,True,"JPEG image data, EXIF standard",http://bigreadstjoe.omeka.net/api/files/27
2017-10-16T19:43:38+00:00,8716198c88a6101bfbd75a1d6211d2ff,https://s3.amazonaws.com/omeka-net/34481/archive/fullsize/0982b032e86240716ef1b62d1c515c20.jpg?AWSAccessKeyId=AKIAI3ATG3OSQLO5HGKA&Expires=1509629198&Signature=N71TFvb%2FY4HJssZNVTgOp7x91%2Fs%3D,https://s3.amazonaws.com/omeka-net/34481/archive/files/0982b032e86240716ef1b62d1c515c20.jpg?AWSAccessKeyId=AKIAI3ATG3OSQLO5HGKA&Expires=1509629198&Signature=ykGYC2Gk1Cp9xA74ct790gKQUzE%3D,https://s3.amazonaws.com/omeka-net/34481/archive/square_thumbnails/0982b032e86240716ef1b62d1c515c20.jpg?AWSAccessKeyId=AKIAI3ATG3OSQLO5HGKA&Expires=1509629198&Signature=sUoQW6ja%2FkTdD4%2BvkJN11G9AdG8%3D,https://s3.amazonaws.com/omeka-net/34481/archive/thumbnails/0982b032e86240716ef1b62d1c515c20.jpg?AWSAccessKeyId=AKIAI3ATG3OSQLO5HGKA&Expires=1509629198&Signature=ZLgbDvziBPy71OLGpo%2BWavmv9no%3D,0982b032e86240716ef1b62d1c515c20.jpg,True,28,29,items,http://bigreadstjoe.omeka.net/api/items/29,None,image/jpeg,None,image/jpeg,2017-10-16T19:43:45+00:00,20171016_114902.jpg,4766026,True,"JPEG image data, EXIF standard",http://bigreadstjoe.omeka.net/api/files/28
2017-10-16T19:44:27+00:00,90f3458804cf407e680a5b478486411f,https://s3.amazonaws.com/omeka-net/34481/archive/fullsize/8c6fea98ebe2bebbe19d8c0cabbb5147.jpg?AWSAccessKeyId=AKIAI3ATG3OSQLO5HGKA&Expires=1509629198&Signature=zNVGSp59wWNezmt46ggkVGExcOE%3D,https://s3.amazonaws.com/omeka-net/34481/archive/files/8c6fea98ebe2bebbe19d8c0cabbb5147.jpg?AWSAccessKeyId=AKIAI3ATG3OSQLO5HGKA&Expires=1509629198&Signature=x4IwegqeRgi8yiZ6TqHcTL5bC4M%3D,https://s3.amazonaws.com/omeka-net/34481/archive/square_thumbnails/8c6fea98ebe2bebbe19d8c0cabbb5147.jpg?AWSAccessKeyId=AKIAI3ATG3OSQLO5HGKA&Expires=1509629198&Signature=UQYt2k8eQ%2FiPACRZJzzsqJsKKfg%3D,https://s3.amazonaws.com/omeka-net/34481/archive/thumbnails/8c6fea98ebe2bebbe19d8c0cabbb5147.jpg?AWSAccessKeyId=AKIAI3ATG3OSQLO5HGKA&Expires=1509629198&Signature=QZDhSXFG2dtYK69Ri%2B2p5YxWkkM%3D,8c6fea98ebe2bebbe19d8c0cabbb5147.jpg,True,29,8,items,http://bigreadstjoe.omeka.net/api/items/8,None,image/jpeg,None,image/jpeg,2017-10-16T19:44:32+00:00,20171016_114941.jpg,4383013,True,"JPEG image data, EXIF standard",http://bigreadstjoe.omeka.net/api/files/29
2017-10-16T19:49:43+00:00,551acfba12d33d16f0e5cb86a2709e70,https://s3.amazonaws.com/omeka-net/34481/archive/fullsize/4607bae0bf2b4a2bc32c287cef27ec97.jpg?AWSAccessKeyId=AKIAI3ATG3OSQLO5HGKA&Expires=1509629198&Signature=OLlMDQErEeP%2B5REKpNv6JsKbrjg%3D,https://s3.amazonaws.com/omeka-net/34481/archive/files/4607bae0bf2b4a2bc32c287cef27ec97.jpg?AWSAccessKeyId=AKIAI3ATG3OSQLO5HGKA&Expires=1509629198&Signature=YSCuj72iloDeebmHLLqOYrbKu3s%3D,https://s3.amazonaws.com/omeka-net/34481/archive/square_thumbnails/4607bae0bf2b4a2bc32c287cef27ec97.jpg?AWSAccessKeyId=AKIAI3ATG3OSQLO5HGKA&Expires=1509629198&Signature=LakbDzyh8i8568vDVL6b7pT3a3I%3D,https://s3.amazonaws.com/omeka-net/34481/archive/thumbnails/4607bae0bf2b4a2bc32c287cef27ec97.jpg?AWSAccessKeyId=AKIAI3ATG3OSQLO5HGKA&Expires=1509629198&Signature=mSp%2B%2BRjm0ZZLIl%2FBaiFeev56Hqc%3D,4607bae0bf2b4a2bc32c287cef27ec97.jpg,True,30,2,items,http://bigreadstjoe.omeka.net/api/items/2,None,image/jpeg,None,image/jpeg,2017-10-16T20:26:14+00:00,20171016_114837.jpg,4952135,True,"JPEG image data, EXIF standard",http://bigreadstjoe.omeka.net/api/files/30
